序号,新闻内容
960,2月21日，学校举行2023年春季学期本科教学工作会议，研讨部署本科教学重点工作。副校长孔令讲，教务处负责人、各学院分管本科教学副院长（主任）及相关工作人员参加研讨。
961,2月20日，电子科技大学首届“沙特阿拉伯政府奖学金预科项目”学生欢迎会在沙河校区举行，该批学生将在我校完成预科学习后，进入为期四年的本科学习。
962,2月20日，学校召开2023年学生工作会，传达学校2023年工作研讨会精神，回顾过去五年学生工作取得的成果、展望未来五年学生工作发力方向，部署2023年学生重点工作。会上对2022年学生工作先进集体和优秀辅导员进行表彰。校党委副书记申小蓉出席会议并讲话。
963,2月20日，电子科技大学创新人才培养项目在成都未来科技城国际教育园区落地，首批师生正式入驻，成为成都未来科技城第一个实际落地入驻的校地合作办学项目。校党委副书记靳敏、副校长罗光春出席园区开园仪式，并在会后巡视园区开学第一课的教学工作开展情况。
964,2月18日至19日，电子科技大学长三角校友会年会暨长三角校友创新创业发展论坛、南孔杯·电子科技大学全球校友创新创业大赛在杭州举行，来自全国各地的两百余位校友相聚一堂，共述母校情谊，交流研讨创业项目。副校长孔令讲出席并致辞。衢州市人大主任吴国升、合作发展部负责人等参加。
965,2月17日，何梁何利基金2021和2022年度颁奖大会在北京举行，共有112名杰出科技工作者获奖。电子科技大学自动化工程学院院长程玉华教授荣获2021年度何梁何利基金科学与技术创新奖（青年创新奖）。
966,2月17日-18日，材料与能源学院、机械与电气工程学院、自动化工程学院、经济与管理学院、外国语学院、格拉斯哥学院、格拉斯哥海南学院、后勤保障部、校资产公司分别召开会议，结合党的二十大精神和学校2023年工作要点，专题研讨五年发展规划和2023年度工作要点，部署新学期重点工作。
967,2月16日，学习贯彻党的二十大精神干部培训暨2023年学校工作研讨会在清水河校区图书馆求实厅开幕。校党委书记王亚非作了“学习贯彻党的二十大精神 加快推进学校高质量发展”的专题报告，对党的二十大精神进行再学习，介绍了对党的二十大报告中教育、科技、人才有关内容的学习体会，并从五个方面谈了对今年工作的思考，对全校上下进一步深入学习宣传贯彻二十大精神提出要求。校长曾勇作了讲话，围绕学科建设、人才培养和条件保障三个方面谈了思考。校领导，校党委委员、纪委委员，两院院士，学术委员会委员，中层领导人员，国家级重点实验室、国家级工程中心、学校特色研究中心主任，国家级人才计划入选者，二级教授和民主党派负责人参加会议。下午，清华大学习近平新时代中国特色社会主义思想研究院常务副院长、马克思主义学院肖贵清教授应邀作了题为“马克思主义中国化时代化新的飞跃”的培训报告，与会人员在主会场和各分会场聆听了报告。
968,2月15日，学校各单位召开2022年度领导班子和党员领导干部民主生活会，聚焦会议主题，对照六个方面，深入查摆问题、剖析原因并提出整改措施，认真开展批评与自我批评。校领导朱宏、申小蓉、胡皓全、彭岚、靳敏、胡俊、孔令讲，学校督导组相关同志列席会议。
969,2月15日，电子科学与工程学院党委召开理论学习中心组学习会，邀请马克思主义学院邓淑华教授聚焦“中国式现代化”深入解读了党的二十大精神。
970,2月15日，后勤保障部召开党委（扩大）会议，深入学习党的二十大精神和习近平总书记近期重要讲话和重要指示精神，并专题研讨部署近期重点工作。
971,2月15日，中国航天科工集团第三研究院第三〇四研究所党委书记、副所长卢德会一行到信息与软件工程学院访问，双方围绕进一步深化合作进行了深入交流。
972,2月15日，合作发展部召开部务工作会，围绕部门“十四五”发展规划、2023年度工作要点以及校友会和基金会重点领域改革等进行了深入研讨。
973,2月13日，机械与电气工程学院党委召开理论学习中心组（扩大）会议，深入学习党的二十大报告、《中国共产党章程》和习近平总书记在学习贯彻党的二十大精神研讨班上的重要讲话精神。
974,2月13日，基础与前沿研究院召开党政联席会，深入分析研究院的发展现状、机遇挑战，专题研讨和部署2023年度重点工作。
975,2月13日，由教师发展中心主办、集成电路科学与工程学院承办的“学者论坛”在清水河校区举行，中国科学技术大学龙世兵教授、西安电子科技大学周弘教授应邀分别作了题为“超宽禁带半导体器件、存储器等领域的研究”和“基于GaN微波二极管的大功率整流和限幅研究”的报告。
976,2月13日，光电科学与工程学院召开党政联席会，深入分析学院发展现状，研讨未来五年发展目标和工作举措，并安排部署2023年重点工作。
977,2月9日，物理学院研究生党建委员会、电子学院研究生党建委员会与清华大学电子系“E探川渝”实践队联合开展“党建引领科创，实践铸就梦想”主题党建活动，就学生党建工作、科研创新等进行交流，深入学习领会党的二十大精神。
978,2月9日，出版社负责人一行赴四川省建筑科学研究院调研，双方围绕合作内容等展开深入交流，出版社一行还参观了建科院科技楼绿色三星展示平台。
979,2月10日，数学科学学院、继续教育学院分别召开党政联席会，专题研讨2023年学院重点工作和未来五年发展规划。
980,2月9日，广东研究院组织开展“学习二十大，奋进新征程”专题党课，深入学习党的二十大报告中关于“加快建设教育强国、科技强国、人才强国”的相关内容，与会人员围绕发挥科技创新主体作用进行了交流。
981,2月6日，马克思主义学院召开党政联席会，专题研讨未来五年发展目标和思路，安排部署新学期重点工作。
982,近日，中国科学技术协会公布了第八届中国科协青年人才托举工程人选名单，全国共有729人（不包含特殊科技领域人选）入选。我校王兰、任翱博、何文科、张源、罗龙、罗军生、耿航入选。中国科协青年人才托举工程是中国科协于2015年首次立项的国家级青年人才计划，致力于扶持有较大创新能力和发展潜力的32岁以下的青年科技人才，助力他们成为高层次领军人才和高水平创新团队的后备军。
983,近日，由中国青年报社联合相关单位共同举办的2022“智创未来”强国青年创业者寻访活动结果揭晓，经寻访报名、组织推报、专家推荐等环节，共评选出“强国青年创业者”10名、“强国青年创业者提名”40名。我校信息与通信工程学院杨伟航院友获得2022“强国青年创业者提名”。
